title,rent_per_period,rent_period,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,ranter_or_agent_name,time_on_jiji,property_details
"3bdrm Apartment in Kiliman, Kilimani for rent",100000,per month,"Nairobi, Kilimani",92,3,2,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-rent/3bdrm-apartment-in-kiliman-kilimani-for-rent-ht2fPP4R4I0FqqoT0kheeZXn.html,,"Nairobi, Kilimani, 3 hours ago",Kiliman,Newly-Built,,Clakson Property,2 y 2 m on Jiji,"3BR  Kilimani 
Ksh 100K per month 
 Master ensuite 
 Backup generator 
 Borehole 
 High speed lifts 
 An open kitchen plan 
 Laundry area 
 Balcony 
 CCTV Surveillance System cameras 
Contact us on"
3bdrm Bungalow in Karen for rent,170000,per month,"Nairobi, Karen",192,3,3,Unfurnished,,5078665,False,True,active,/karen/houses-apartments-for-rent/3bdrm-bungalow-in-karen-for-rent-BNjX3RZKCKkvE7x4qrfcd2dQ.html,,"Nairobi, Karen, 3 hours ago",Karen,Fairly Used,,Clakson Property,2 y 2 m on Jiji,"3 bedroom Bungalow plus sq to let at Karen going for Ksh 170k.
 Langata rd
 Spacious living room
 Common washroom and 
 Gated community 
 Crossedplan kitchen 
 Serene environment 
For more information i"
3bdrm Apartment in Nyali for Rent,50000,per month,"Mombasa, Nyali",,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-zC4QkrpA2xfPSgIVtTASnE7i.html,,"Mombasa, Nyali, 1 hour ago",,,,SAFI REEF HOMES,6 y 1 m on Jiji,"This beautiful well designed 3 bedroom is on a 2nd floor, with a master en-suite bedroom, free water, security 24/7, close to good private and public schools,hospitals, shopping centres and other important amenities. the kids can ride their bikes with the very extensive ground space. rent is inclusive and of all service charge"
Studio Apartment in South C for rent,15000,per month,"Nairobi, South C",15,1,1,Unfurnished,,2891931,False,True,active,/south-c/houses-apartments-for-rent/studio-apartment-in-south-c-for-rent-u4hhyVf08z2zYgsW6bpVkaiY.html,,"Nairobi, South C, 3 hours ago",south c,Fairly Used,,Mary Shiro,4 y 8 m on Jiji,Bedsitter to let in south c .for viewing call
Studio Apartment in South B for rent,17000,per month,"Nairobi, South B",10,1,1,Unfurnished,,2891931,False,True,active,/south-b/houses-apartments-for-rent/studio-apartment-in-south-b-for-rent-A0jMia2cLtCW3CZIQgKLqXwT.html,,"Nairobi, South B, 3 hours ago",south B,Fairly Used,,Mary Shiro,4 y 8 m on Jiji,"Bedsitter to let in south B shopping centre, water available natural light, lift , no deposit.for more info"
2bdrm Apartment in Nairobi West for rent,41000,per month,"Nairobi, Nairobi West",25,2,1,Unfurnished,Agent,2891931,False,True,active,/nairobi-west/houses-apartments-for-rent/2bdrm-apartment-in-nairobi-west-for-rent-P89r1e31RGPFBout8ujTh23.html,,"Nairobi, Nairobi West, 3 hours ago",Nairobi west,Newly-Built,1,Mary Shiro,4 y 8 m on Jiji,"2bedroom in nairobi west ,new modern ,open plan kitchen ,elevator,rooms well lit ,balcony water and parking available.for more call Mary :"
1bdrm Apartment in Ongata Rongai for Rent,18600,per month,"Kajiado, Ongata Rongai",80,1,1,Unfurnished,,1555480,False,True,active,/ongata-rongai/houses-apartments-for-rent/1bdrm-apartment-in-ongata-rongai-for-rent-7JExebULajsSBoWx9lkfpOip.html,,"Kajiado, Ongata Rongai, 48 min ago",,Fairly Used,,Alex,6 y 1 m on Jiji,One bedroomed house along Magadi road near Nairobi women hospital area.about 200m from main road.serene environment! ceramic floor tiled. well it.spacious kitchen.24/7guard. water available full-time. electricity is prepaid.rent inclusive of service charge.
Furnished 1bdrm Apartment in Kileleshwa for rent,125000,per month,"Nairobi, Kileleshwa",82,1,1,Furnished,,1575238,False,True,active,/kileleshwa/houses-apartments-for-rent/furnished-1bdrm-apartment-in-kileleshwa-for-rent-6mUw6huqNuCQBjLBP08hmaCu.html,,"Nairobi, Kileleshwa, 48 min ago",,Fairly Used,,NicOpondi,6 y 1 m on Jiji,"Luxurious furnnished 1 bedroom in Kileleshwa for short and long term stays. The facility is located next to amenities such as shopping malls, entertainment venues, international schools and so much more. 
Contact us to own this home."
"2bdrm Apartment in Riara Road, Lavington for rent",110000,per month,"Nairobi, Lavington",186,2,2,Unfurnished,Agent,2357415,False,True,active,/lavington/houses-apartments-for-rent/2bdrm-apartment-in-riara-road-lavington-for-rent-1awXKYBezrghuSYinFFQHJS0.html,,"Nairobi, Lavington, 48 min ago",Riara Road,Newly-Built,2,Fair Homes Kenya,5 y 3 m on Jiji,"An exclusively modern brand new spacious 2bedroom apartment for rent in the leafy secure suburb of Lavington next to Lavington Mall. 
- High quality finishes 
- Spacious lounge 
- Balcony access 
- Semi closed plan kitchen 
- Laundry area 
- Swimming pool 
- Fully equipped gym 
- Full backup generator 
- High speed elevators 
- Kids play area 
- Borehole and City council water 
- CCTV surveillance and intercom system 
- 24hr company security 
Sale 13m"
"Furnished 2bdrm Apartment in Mbaazi Avenue, Lavington for rent",180000,per month,"Nairobi, Lavington",172,2,2,Furnished,Agent,2357415,False,True,active,/lavington/houses-apartments-for-rent/furnished-2bdrm-apartment-in-mbaazi-avenue-lavington-for-rent-cZNXfpUMdHS6XY1aU9Eo2lB5.html,,"Nairobi, Lavington, 48 min ago",Mbaazi Avenue,Fairly Used,2,Fair Homes Kenya,5 y 3 m on Jiji,"An exclusively fully furnished spacious 2bedroom apartment for rent in the leafy secure suburb of Lavington walking distance to Naivas Supermarket. 
- High quality finishes 
- Spacious lounge 
- Dining room 
- Fitted kitchen 
- Laundry area 
- Visitors cloakroom 
- Swimming pool 
- Fully equipped gym 
- High speed elevators 
- Borehole and City council water 
- Ample parking 
- CCTV surveillance and intercom system 
- 24hr company security"
Studio Apartment in South B for rent,16500,per month,"Nairobi, South B",10,1,1,Unfurnished,Agent,5906893,False,True,active,/south-b/houses-apartments-for-rent/studio-apartment-in-south-b-for-rent-6C0ZvXifOnL3y1kqFmU3E1Eg.html,,"Nairobi, South B, 3 hours ago",South B,Newly-Built,1,Mawawa Properties,10 m on Jiji,"Spacious bedsitter to let in south B shopping center , well lit,water and parking available."
3bdrm Apartment in Deliverance for rent,75000,per month,"Langata, Deliverance",130,3,3,Unfurnished,,1108755,False,True,active,/deliverance/houses-apartments-for-rent/3bdrm-apartment-in-deliverance-for-rent-wugMjoNOYwz4iru4cFtdSBQN.html,,"Nairobi, Langata, Deliverance, 52 min ago",,Fairly Used,3,Craiova Realtors,6 y 1 m on Jiji,"Located off Langata road Near the Deliverance Church in Langata
3 bedrooms apartments with a DSQ, master ensuite covering approximately 130 m2 for 75,000/=
NB : The rent is inclusive of service charge .
Amenities 
Swimming pool
Cctv Surveillance
Perimeter wall
Borehole water ( uninterrupted water supply)
Solar Panels
Kids play area 
Ample and secure parking etc"
Furnished 3bdrm Apartment in Spring Valley for rent,335000,per month,"Westlands, Spring Valley",210,3,4,Furnished,,1108755,False,True,active,/spring-valley/houses-apartments-for-rent/furnished-3bdrm-apartment-in-spring-valley-for-rent-saluASkb4yvQvU3tmWjP812u.html,,"Nairobi, Westlands, Spring Valley, 52 min ago",,Fairly Used,4,Craiova Realtors,6 y 1 m on Jiji,"Features:
3 Bedrooms + DSQ
Spacious, well-lit bedrooms & bathrooms
Fully equipped, modern kitchen
In-house washing machine + weekly cleaning
Stylish study room – perfect for WFH
Rooftop gym, pool & lounge
24/7 security, CCTV & key card access
Fast, reliable Wi-Fi
Backup generator
Walking distance to Sarit Centre, Westgate & Westlands Market
Inclusive of service charge & utilities"
1bdrm Apartment in Parklands/Highridge for rent,32000,per month,"Nairobi, Parklands/Highridge",180,1,1,Unfurnished,,1231583,False,True,active,/parklands-highridge/houses-apartments-for-rent/1bdrm-apartment-in-parklands-highridge-for-rent-2KaWo9Nfd8TRo3AOdRqELrjw.html,,"Nairobi, Parklands/Highridge, 52 min ago",,Fairly Used,,Nationwide Properties,6 y 1 m on Jiji,Clean and very secure one bedroom apartment in Parklands is available and ready for occupation it has parking space and close to public transport
"1bdrm Apartment in Skyman Properties, Muthiga for rent",20000,per month,"Kikuyu, Muthiga",1000,1,1,Unfurnished,Agent,2229331,False,True,active,/muthiga/houses-apartments-for-rent/1bdrm-apartment-in-skyman-properties-muthiga-for-rent-ps4bt4BmCmLOXSN6chhoE3CL.html,,"Kiambu, Kikuyu, Muthiga, 52 min ago",Skyman Properties,Fairly Used,1,Mugoyah Peter,5 y 5 m on Jiji,Separate Bathroom and Toilet. Two Private Balconies. Secure Round the Clock.
1bdrm Apartment in Nairobi West for rent,45000,per month,"Nairobi, Nairobi West",15,1,1,Unfurnished,Agent,5906893,False,True,active,/nairobi-west/houses-apartments-for-rent/1bdrm-apartment-in-nairobi-west-for-rent-6g9WHYAkOfIZgVhczqn9xycw.html,,"Nairobi, Nairobi West, 3 hours ago",Nairobi west,Renovated,1,Mawawa Properties,10 m on Jiji,"Spacious one bedroom in Nairobi west , quiet environment, separate bathroom and toilet,well lit all rooms, water and parking available"
5bdrm Villa in Karen for rent,350000,per month,"Nairobi, Karen",341,5,5,Unfurnished,Agent,1186226,False,True,active,/karen/houses-apartments-for-rent/5bdrm-villa-in-karen-for-rent-lkG8BnvMcAvehKQkeRnXx6Nr.html,,"Nairobi, Karen, 3 hours ago",,Fairly Used,5,Havilaplus estates Ltd,6 y 1 m on Jiji,"Karen miotoni
5 bedroom all ensuite villa sitting on 1/2 an in a gated compound of 14.
Amenities
5 Bedrooms
5 Bathrooms
Modern
24hr security
Balcony
Garden
Communal Swimming Pool
Gated Community
Staff Quarters
Generator/Inverter
Paved Driveway
Electric Fence
Borehole
Water tanks
Rent :350K"
Furnished 1bdrm Apartment in Westlands for rent,80000,per month,"Nairobi, Westlands",75,1,1,Furnished,,2249211,False,True,active,/westlands/houses-apartments-for-rent/furnished-1bdrm-apartment-in-westlands-for-rent-HpqZl5RiQ0lwpoPtySgPtLu.html,,"Nairobi, Westlands, 3 hours ago",,Fairly Used,1,Daniel,5 y 5 m on Jiji,"Rent this stylishly 1 bedroom fully furnished apartment with nice view, high end quality furniture,lounge with separate dining area, toilet with shower cubicles, polished wooden floor, inbuilt wardrobes, upper and lower kitchen cabinets, laundry area, balcony, well lit, swimming pool, backup generator, borehole, perimeter wall with electric fence, cctv surveillance system, ample parking space, secure area and peaceful environment"
"Furnished 2bdrm Apartment in Wood Avenue, Kilimani for rent",240000,per month,"Nairobi, Kilimani",100,2,2,Furnished,Owner,5783537,False,True,active,/kilimani/houses-apartments-for-rent/furnished-2bdrm-apartment-in-wood-avenue-kilimani-for-rent-fHBUOihTsqXwA0No0OSQeOxu.html,,"Nairobi, Kilimani, 3 hours ago",Wood Avenue,Fairly Used,3,Affinity Homes,1 y on Jiji,"Furnished 2bedroom duplex Apartment in Kilimani. Features;
24hr security 
Pool
Restaurant 
Gym"
"3bdrm Villa in Riverside, Westlands for rent",250000,per month,"Nairobi, Westlands",3500,3,3,Unfurnished,,2503554,False,True,active,/westlands/houses-apartments-for-rent/3bdrm-villa-in-riverside-westlands-for-rent-hLWhAe64RPipj0aBSmyF4Qd5.html,,"Nairobi, Westlands, 52 min ago",Riverside,Fairly Used,,Afrique Properties Ltd,5 y 1 m on Jiji,"A Beautiful 3bedroom Villa In A Compound Of 12homes Sorrounded By Lush Gardens And Mature Trees
To Let
Kshs 250,000
 Riverside Drive With Easy Access To Restaurants, Embassies, Banks Etc
 A well finished living room and dining area 
 A fitted semi open-plan modern Kitchen with a pantry 
 Laundry area 
 Study/office 
 Family room upstairs with a kitchenette 
 All bedrooms are en-suite, airy and spacious 
 The master bedroom is spacious with a balcony overlooking the front yard, has a walk-in closet and a spacious bathroom 
 The second bedroom has a huge terrace overlooking the green neighborhood 
 Round the clock security 
 Power back up"
4bdrm Duplex in Riverside Drive for rent,330000,per month,"Lavington, Riverside Drive",265,4,4,Unfurnished,Agent,2357415,False,True,active,/riverside-drive/houses-apartments-for-rent/4bdrm-duplex-in-riverside-drive-for-rent-4XsbiJPZl1QIZSRFhiEVJN2Q.html,,"Nairobi, Lavington, Riverside Drive, 53 min ago",Riverside Drive,Renovated,4,Fair Homes Kenya,5 y 3 m on Jiji,"An exclusively ultra modern spacious 4bedroom all en-suite duplex apartment for rent in the leafy secure suburb of Riverside Drive.
- High quality finishes 
- Spacious lounge 
- Balcony access 
- Separate dining room 
- Fitted kitchen with pantry 
- Family room 
- Laundry area 
- Visitors cloakroom 
- Heated swimming pool 
- Fully equipped gym 
- Rooftop lounge 
- Borehole and City council water 
- Ample parking 
- CCTV surveillance system 
- 24hr company security"
6bdrm Maisonette in Kitengela Milimani for rent,60000,per month,"Kajiado, Kitengela",140,6,6,Unfurnished,,6172983,False,True,active,/kitengela/houses-apartments-for-rent/6bdrm-maisonette-in-kitengela-milimani-for-rent-rvF0nkuYXCpHEdaURnjFVcyj.html,,"Kajiado, Kitengela, 3 hours ago",Kitengela Milimani,Fairly Used,6,MK PROPERTIES,5 m on Jiji,"6Bedroom Maisonette For Rent;
Feature;
✓Spacious parking 
✓Spacoius rooms
✓All ensuite 
✓Study room available 
✓Modern furnishes 
✓Near social amenities"
"1bdrm Apartment in Kiamunyi, Rongai for rent",12000,per month,"Nakuru, Rongai",50,1,1,Unfurnished,Agent,1419036,False,True,active,/rongai/houses-apartments-for-rent/1bdrm-apartment-in-kiamunyi-rongai-for-rent-yBPQ0Wm33d2v7Pu9FSxVL6we.html,,"Nakuru, Rongai, 53 min ago",Kiamunyi,Newly-Built,1,Rich Sam Realtors,6 y 1 m on Jiji,"*1bdrm kiamunyi Zaburi 
*10mtrs from the main road
*27/4 security 
*Modern finishing."
"1bdrm House in Kiamunyi, Menengai West for rent",13000,per month,"Rongai, Menengai West",50,1,1,Unfurnished,,1419036,False,True,active,/menengai-west/houses-apartments-for-rent/1bdrm-house-in-kiamunyi-menengai-west-for-rent-ic1RFbvcgGMi6sXaTpUQ6BIg.html,,"Nakuru, Rongai, Menengai West, 53 min ago",Kiamunyi,Newly-Built,1,Rich Sam Realtors,6 y 1 m on Jiji,"*1bdrm to let Kiamunyi 
*20mtrs from the main road
*10mins to Nakuru cbd
*compound of 3tenants 
*Open kitchen 
*In agated community"
1bdrm Apartment in Kilimani for rent,65000,per month,"Nairobi, Kilimani",65,1,1,Unfurnished,,1440182,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-kilimani-for-rent-7yu4LR8hkhSv1hPILxf2wcrE.html,,"Nairobi, Kilimani, 53 min ago",,Newly-Built,1,Leissure Homes Kenya,6 y 1 m on Jiji,"Overview
Availability: Immediate 
Floors: 1st 
* Deposit - Two months
* Number of Floors - 17
* Location: Wood Avenue, Kilimani
Property description
* Modern One Bedroom Apartment 
* Open plan kitchen 
* Laundry area
* Spacious Master Bedroom
* Large Living Room 
* Visitor's Cloakroom
* Fitted kitchen cabinets and wardrobes
Common facilities
* Borehole to supplement county water
* High speed lifts
* Solar water heaters
* 24 hour security
* Internet and DSTV connections"
2bdrm Apartment in Olekasasi-Kandisi for rent,18000,per month,"Ongata Rongai, Ole Kasasi",150,2,2,Unfurnished,Agent,4390298,False,True,active,/ole-kasasi/houses-apartments-for-rent/2bdrm-apartment-in-olekasasi-kandisi-for-rent-nmEAavqZ4YDYwX5lHWbg9lfx.html,,"Kajiado, Ongata Rongai, Ole Kasasi, 3 hours ago",Olekasasi-Kandisi,Newly-Built,2,Periurban Properties,3 y on Jiji,"Introducing 2 bedroom Primary Ensuite in Olekasasi-Kandisi next to PCEA Smyrna for Rent.
 New- built units close to the main Olekasasi-Kandisi all-weather road.
 Ample parking with a well-secured masonry wall for security.
 Well curated units with a separate kitchen.
 Contemporary spacious wardrobes.
 Back balcony aside from other tenants.
 A good view on the rooftop of Ongata Rongai, Maasai Lodge and Kandisi forest.
 Vilcom and Jamii network providers.
 Large windows for the free flow of natural air and light.
 Borehole water supply with pre-paid electricity tokens.
Going for only sh 18,000 plus Free Site Visit"
"2bdrm Apartment in Skyman Properties, Ruaka for rent",50000,per month,"Kiambu, Ruaka",1000,2,2,Unfurnished,Agent,2229331,False,True,active,/ruaka-banana/houses-apartments-for-rent/2bdrm-apartment-in-skyman-properties-ruaka-for-rent-cLWUNgjFyHcMighX7QLBIeQ4.html,,"Kiambu, Ruaka, 53 min ago",Skyman Properties,Fairly Used,2,Mugoyah Peter,5 y 5 m on Jiji,Master En_Suite. Kids play area. High speed lift. Airy and well naturally lit. Close proximity to ruaka town. Secure Round the Clock. Private Balcony
4bdrm House in Karen for rent,250000,per month,"Nairobi, Karen",1620,4,4,Unfurnished,,5745740,False,True,active,/karen/houses-apartments-for-rent/4bdrm-house-in-karen-for-rent-wtOJHFQnWNhv29dOFFghbwT.html,,"Nairobi, Karen, 3 hours ago",Karen,Fairly Used,5,First Home Villas Ltd,1 y 1 m on Jiji,"5 BEDROOM MANSION FOR RENT IN KAREN 
 Karen
Kes 250k Per Month 
All bedrooms ensuite 
Gated community.
Sits on half acre.
Well secured neighbourhood
Study room 
 Sunken lounge with fireplace
Spacious inbuilt kitchen 
DSQ for 2 
Nice garden with mature trees
 Shared Amenities 
 Swimming pool
GYM"
4bdrm Maisonette in Thika for rent,100000,per month,"Kiambu, Thika",228,4,4,Unfurnished,,2676581,False,True,active,/thika/houses-apartments-for-rent/4bdrm-maisonette-in-thika-for-rent-dM74sAKk6IK1Gu6eWe5cy8az.html,,"Kiambu, Thika, 53 min ago",,Fairly Used,4,KIJANI AFRICA,4 y 10 m on Jiji,"Key Features:
4 spacious all-ensuite bedrooms
Detached Servant's Quarter (DSQ)
Bright and airy living and dining areas
Modern kitchen with ample storage
Private garden space
Ample parking
Located in a secure gated community with 24/7 security
Tarmacked access roads and lush green surroundings
Rent: Ksh 100,000 per month
Enjoy refined living in a well-planned estate just minutes from Thika Town and accessible via the Thika Superhighway.
To schedule a viewing, call/text/WhatsApp"
"2bdrm Apartment in Green Estate, NkaiMurunya for rent",16000,per month,"Ongata Rongai, NkaiMurunya",150,2,1,Unfurnished,Agent,4390298,False,True,active,/nkaimurunya/houses-apartments-for-rent/2bdrm-apartment-in-green-estate-nkaimurunya-for-rent-rc0ZGxsq7rtKrsKKbOiFNi2R.html,,"Kajiado, Ongata Rongai, NkaiMurunya, 3 hours ago",Green estate,Fairly Used,1,Periurban Properties,3 y on Jiji,"Post paid electricity.
 Security well kept.
Rent is inclusive of service charge."
3bdrm Apartment in Muthiga for rent,55000,per month,"Kikuyu, Muthiga",103,3,2,Unfurnished,Agent,4175377,False,True,active,/muthiga/houses-apartments-for-rent/3bdrm-apartment-in-muthiga-for-rent-cFKcuAB1yeNIl5Sfoolpqt67.html,,"Kiambu, Kikuyu, Muthiga, 3 hours ago",,Newly-Built,2,LavenderProperties,3 y 3 m on Jiji,"3 Bedroom Apartment For Rent in Muthiga
Looking for a modern and comfortable home? This 3-bedroom apartment For Rent inMuthiga offers spacious living, great security, and easy access to key areas.
The living room is large and well-lit, perfect for relaxation. The master bedroom is ensuite, while the other bedrooms are spacious with plenty of storage. The closed kitchen has granite countertops and ample cabinet space.
Enjoy the balcony, which also has a provision for a washing machine. A high-speed lift makes movement easy, and the backup generator ensures a steady power supply. Borehole water and hot water showers provide convenience.
Its prime location allows easy access to Westlands, Nairobi CBD, Kikuyu Town, Southern Bypass, Lavington, and Spring Valley. Schools, shopping malls, and hospitals are nearby."
2bdrm Apartment in Nyali for rent,75000,per month,"Nyali, Nyali Mkomani",130,2,2,Unfurnished,Agent,1934304,False,True,active,/nyali-mkomani/houses-apartments-for-rent/2bdrm-apartment-in-nyali-for-rent-uhqLoLw4TrdXY1ov4AM5puYG.html,,"Mombasa, Nyali, Nyali Mkomani, 54 min ago",Nyali,Fairly Used,2,Kruss,6 y 1 m on Jiji,"2 br apartment for rent in Royal Apartments Nyali, AR1599
You pay DSTV subscription, your power and water consumption, your own internet.
• Located within a short walk to the Public Beach.
• Set among the lush vegetation of tall palm and indigenous trees with excellent sea views.
• Secure location in the proximity to to Nakumatt-Nyali, Nyali Golf Club, Schools, City Mall and a short drive to the city centre.
• All apartments with balcony and utility areas.
• 2 and 3 Bedroom apartments with pantry.
• Landscaped gardens.
• Standby generator.
• Bore hole and Bio-digestor.
• Satellite TV and Internet Hot Spot.
• Lifts to all floors.
• Provision for Solar Heating and Air Conditioning.
• Strategically designed and located covered car parking
• High quality internal fixtures and fittings throughout the development.
• Swimming pool"
3bdrm Apartment in Nyali for rent,165000,per month,"Mombasa, Nyali",3050,3,3,Unfurnished,Agent,1934304,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-aWruDK1gOduBFZhZqppMBypC.html,,"Mombasa, Nyali, 54 min ago",,Newly-Built,3,Kruss,6 y 1 m on Jiji,"Located in the leafy suburbs of Nyali, this elegant development sits on 1.25 acres and features 2 towers (blocks AB & CD) with spacious 3-bedroom all-ensuite apartments (2 masters) plus DSQ, each 3,022 SqFt. From the 4th floor up, units offer stunning ocean views and a cool breeze. Interiors boast walk-in wardrobes, modern balconies, luxury kitchens with islands, a dirty kitchen, pantry, piped gas, solar water heaters, intercom, and optional A/C. Amenities include a swimming pool, gym, clubhouse, shaded garden, 2 parking slots, lifts, CCTV, backup generators, kids’ play area, and water/sewer systems—perfect for coastal luxury living
4bdrm units are also available at Kshs.180,000"
Studio Apartment in South B for rent,18000,per month,"Nairobi, South B",10,1,1,Unfurnished,Agent,5906893,False,True,active,/south-b/houses-apartments-for-rent/studio-apartment-in-south-b-for-rent-xyCAKao9iVydYr22isSdaBA7.html,,"Nairobi, South B, 3 hours ago",South B,Newly-Built,1,Mawawa Properties,10 m on Jiji,"Modern bedsitter to let in south B,well lit, modern fitting water abnd parking available"
Furnished 4bdrm Mansion in Nyali Lantana for rent,300000,per month,"Mombasa, Nyali",3500,4,4,Furnished,,2503554,False,True,active,/nyali/houses-apartments-for-rent/furnished-4bdrm-mansion-in-nyali-lantana-for-rent-t2dfDSd49H76TheWzPopPMU.html,,"Mombasa, Nyali, 54 min ago",Nyali lantana,Fairly Used,,Afrique Properties Ltd,5 y 1 m on Jiji,"Nyali 4 bedroom furnished house 
Location - Lantana drive - Nyali
In an exclusive gated community
Grand entry with an internal water fall
Spacious sitting room
Well placed dinning area
Neat sitting terrace overseeing the garden with mature trees. 
All with a blacony and ensuite - 4br
Family / Tv room with a balcony
Beautiful kitchen with a pantry and laundry area
Full time water supply
24hrs security 
Swimming pool
Parking for 2 cars plus visitors parking
Only 16 homes in the compound 
300k inclusive service charge"
"4bdrm Mansion in Kiambu Road, Thindigua/Kasarini for rent",240000,per month,"Kiambu / Kiambu , Thindigua/Kasarini",3500,4,4,Unfurnished,,2503554,False,True,active,/thindigua-kasarini/houses-apartments-for-rent/4bdrm-mansion-in-kiambu-road-thindigua-kasarini-for-rent-B4O6qStRDt3pG57pU75GGWlM.html,,"Kiambu, Kiambu / Kiambu , Thindigua/Kasarini, 54 min ago",Kiambu road,Fairly Used,,Afrique Properties Ltd,5 y 1 m on Jiji,"Kiambu road spacious 4 bedroom villa within a gated estate renting 
located within a serene and secure gated estate off kiambu road. it’s a 4 bedroom all ensuite plus dsq. 
the estate has a swimming pool, gym, kids play areas and a club house.
features includes:-
-	spacious lounge opening into a beautiful garden. 
-	separate dining area with access to the verandah and the garden. 
-	spacious kitchen with a pantry. 
-	laundry area. 
-	dsq ensuite. 
-	guest cloakroom. 
-	spacious family room upstairs. 
-	spacious 4 bedrooms all ensuite. 
-	car port. 
-	private compound with a well-manicured garden.
-	secure estate. 
-	solar water heater."
"5bdrm Maisonette in Brookside, Westlands for rent",170000,per month,"Nairobi, Westlands",40,5,5,Unfurnished,Agent,597208,False,True,active,/westlands/houses-apartments-for-rent/5bdrm-maisonette-in-brookside-westlands-for-rent-3YUjkH2Hb8t37rZ2pSdld06F.html,,"Nairobi, Westlands, 3 hours ago",Brookside,Fairly Used,5,Jiji User,6 y 1 m on Jiji,"Now letting this nicey done, very spacious and well maintained 5 bedroom townhouse... Located in Brookside area."
Studio Apartment in Ruaka for rent,15000,per month,"Kiambu, Ruaka",102,1,1,Unfurnished,,5791182,False,True,active,/ruaka-banana/houses-apartments-for-rent/studio-apartment-in-ruaka-for-rent-udUaNUrfMQY7EBfNEDbO15z.html,,"Kiambu, Ruaka, 3 hours ago",,Newly-Built,,Sufficient Homes,1 y on Jiji,"A spacious studio in Ruaka, Limuru Road. 
With perfect natural lighting. 
Ample parking space. 
Spacious kitchen. 
Just on the road.
Only 2 units remaining. 
Kindly call or WhatsApp for more details and/or other wide range of options."
"3bdrm Apartment in Othaya Road, Kileleshwa for rent",180000,per month,"Nairobi, Kileleshwa",250,3,3,Unfurnished,Agent,2357415,False,True,active,/kileleshwa/houses-apartments-for-rent/3bdrm-apartment-in-othaya-road-kileleshwa-for-rent-89esMHSDJSaCGpVbT7TPTeUr.html,,"Nairobi, Kileleshwa, 54 min ago",Othaya Road,Newly-Built,4,Fair Homes Kenya,5 y 3 m on Jiji,"An exclusively ultra modern brand new spacious 3bedroom plus Dsq all en-suite apartment for rent in the heart of Kileleshwa. 
- High quality finishes 
- Spacious lounge 
- Balcony access 
- Dining room 
- Fitted kitchen 
- Laundry area 
- Visitors cloakroom 
- Swimming pool 
- Fully equipped gym 
- Full backup generator 
- High speed elevators 
- Borehole 
- Ample parking 
- CCTV surveillance system 
- 24hr company security. 
Sale 33m"
"Furnished 1bdrm Bungalow in Olemeut, Ongata Rongai for rent",15000,per month,"Kajiado, Ongata Rongai",40,1,1,Furnished,Agent,1555480,False,True,active,/ongata-rongai/houses-apartments-for-rent/furnished-1bdrm-bungalow-in-olemeut-ongata-rongai-for-rent-uhxuUJIkWXc3Z1x9GU5dRANm.html,,"Kajiado, Ongata Rongai, 54 min ago",Olemeut,Renovated,1,Alex,6 y 1 m on Jiji,Approximately 3km from the main masai lodge stage junction. Located in olemeut area. Sharing with owner on a compound of quater of an acre. Needs mature tenant.
4bdrm Bungalow in Nkoroi for rent,45000,per month,"Ongata Rongai, Nkoroi",180,4,3,Unfurnished,Agent,1555480,False,True,active,/nkoroi/houses-apartments-for-rent/4bdrm-bungalow-in-nkoroi-for-rent-fZrV9tGE3gJ2PwCkqY0KoJ7r.html,,"Kajiado, Ongata Rongai, Nkoroi, 54 min ago",,Newly-Built,3,Alex,6 y 1 m on Jiji,"This spacious 4-bedroom home, with two en-suite bedrooms, is situated in a secure gated community of nine units on an 80x40 ft plot. The house features contemporary finishes, a large kitchen with a pantry, and a backyard. The compound includes a children's play area and parking space for up to three cars. Residents benefit from proximity to schools, hospitals, and other essential amenities. This property offers a comfortable and convenient lifestyle in a family-friendly environment."
2bdrm Apartment in Ongata Rongai for rent,24000,per month,"Kajiado, Ongata Rongai",70,2,2,Unfurnished,Agent,1555480,False,True,active,/ongata-rongai/houses-apartments-for-rent/2bdrm-apartment-in-ongata-rongai-for-rent-lms9JECyEo94TfvN28Qel8gB.html,,"Kajiado, Ongata Rongai, 54 min ago",,Renovated,2,Alex,6 y 1 m on Jiji,Located at the former Tuskys Supermarket area from the main road. This two bedroom ensuite is in a clean secure apartment block that has CCTV cameras on the parking and every floor. Powered by prepaid electricity and serviced by borehole water your stay in this apartment is peaceful and enjoyable. Call for viewing arrangements.
