title,rent_per_period,rent_period,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,ranter_or_agent_name,time_on_jiji,property_details
2bdrm Apartment in Kilimani for Rent,55000,per month,"Nairobi, Kilimani",1234,2,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-kilimani-for-rent-clifyu5pQT8H3cURSnxxe6d2.html,,"Nairobi, Kilimani, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,Executive two bedroom to let with water and good security
Bedsitors To Let In Kilimani,18000,,"Nairobi, Kilimani",1234,1,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/bedsitors-to-let-in-kilimani-BxbmHVGMRCLk0RAYCGEvLBB7.html,,"Nairobi, Kilimani, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,bedsitors to let with water is good
1bdrm Apartment in Jamhuri for Rent,25000,per month,"Jamhuri, Jamhuri Estate",1234,1,1,Unfurnished,,2385290,False,True,active,/jamhuri-estate/houses-apartments-for-rent/1bdrm-apartment-in-jamhuri-for-rent-mBu4RMpvt0kHqAnypF8WEmnc.html,,"Nairobi, Jamhuri, Jamhuri Estate, 1 hour ago",jamhuri,Newly-Built,,derick otieno,5 y 2 m on Jiji,1 bedroom with water and sewer is good
Executive One Bedroom Fully Furnished in Kilimani Yaya,100000,per month,"Nairobi, Kilimani",1234,1,1,Furnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/executive-one-bedroom-fully-furnished-in-kilimani-yaya-m8f7Yr7pL0JnVUwEraGYEaTN.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,"Executive one bedroom fully furnished with ample parking,swimming pool,water,good security"
1bdrm Apartment in Kilimani for rent,25000,per month,"Nairobi, Kilimani",1234,1,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-kilimani-for-rent-AXJRiiHkCXQyGQc7MRSzFoik.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,Sevant quater self contained to let with water and good security and backup generator
"3bdrm Townhouse/Terrace in Sultan, Kikambala for Rent",120000,per month,"Kilifi South, Kikambala",500,3,4,Semi-Furnished,,3221861,False,True,active,/kikambala/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-sultan-kikambala-for-rent-eZdzqI5PI9AyYFm4zlpTDJzp.html,,"Kilifi, Kilifi South, Kikambala, 1 hour ago",Sultan,Newly-Built,,Sky Miles Properties,4 y 4 m on Jiji,"3 Bedrooms townhouse own compound with a shared swimming pool on a Gated community available for long term rental,these villas are located in kikambala first row facing the Indian ocean,its a nice home for a family,cool and quiet environment,we have enough car parking space,kids playing ground,mini-Supermarket,its also a few minutes drive to vipingo ridge golf club... our monthly rates for the townhouse villas its monthly."
3bdrm Apartment in Nyali for rent,69500,per month,"Mombasa, Nyali",,3,3,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-xwLFP6DGIQximtTyat0VgLu9.html,,"Mombasa, Nyali, 1 hour ago",,Newly-Built,,SAFI REEF HOMES,6 y 1 m on Jiji,"Fantastic 3 bedroom to let in Nyali off greenwood drive,
There is a lift, back up generator, borehole and fresh water, security is on top gear, spacious rooms, dining space, enclosed kitchen, pantry area, all rooms fitted with large inbuilt wardrobes. Quite and private neighborhood."
4bdrm Villa in Shanzu for Rent,90000,per month,"Mombasa, Shanzu",3400,4,3,Unfurnished,,1758750,False,True,active,/shanzu/houses-apartments-for-rent/4bdrm-villa-in-shanzu-for-rent-8reZsmaMyeATvQicj4I6So6e.html,,"Mombasa, Shanzu, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"4 bedroom Villa for rent in Shanzu Mombasa County, the villa is a gated shared community, meaning security guards man the main gate, shared pool, borehole water, the security in the estate is very good and so no worries at all, rent inclusive of service charge."
2bdrm Apartment in South B for rent,30000,per month,"Nairobi, South B",30,2,2,Unfurnished,,2891931,False,True,active,/south-b/houses-apartments-for-rent/2bdrm-apartment-in-south-b-for-rent-8y0jb0XQy1ijGOQZDjUrnfHP.html,,"Nairobi, South B, 1 hour ago",south B,Fairly Used,,Mary Shiro,4 y 8 m on Jiji,"2bedroom to let in south B ,rooms well lit, in a gated community ,no water issue"
4bdrm Mansion in Mutero Kirarapion for rent,250000,per month,"Karen, Karen C",500,4,5,Unfurnished,,3213855,False,True,active,/karen-c/houses-apartments-for-rent/4bdrm-mansion-in-mutero-kirarapion-for-rent-B0tlw4rQwN5TQBzZzb3WgjEx.html,,"Nairobi, Karen, Karen C, 1 hour ago",mutero kirarapion road Karen,Newly-Built,,Greensleeve Property,4 y 4 m on Jiji,4bedrooms mansion for rent Karen mutero kirarapion road all eunsit gated community 3houses swimming pools and gym rent 250k
1bdrm Duplex in Mtwapa for Rent,250000,per month,"Kilifi, Mtwapa",1000,1,5,Semi-Furnished,,3221861,False,True,active,/mtwapa/houses-apartments-for-rent/1bdrm-duplex-in-mtwapa-for-rent-wYPUX6WYYCcHjpahr7BtQoIk.html,,"Kilifi, Mtwapa, 1 hour ago",Mtwapa,Fairly Used,,Sky Miles Properties,4 y 4 m on Jiji,"Bar&restaurant available for lease. This property is located at Mtwapa facing the highway Mbs-Mlnd road,its a famous place previous was known as Danka club.
for now, we are looking for someone to lease the club area,we have lounge area,full equipped kitchen, and enough car parking space.
This place can hold a huge crowd of people.
for more information call or Email"
"5bdrm Townhouse/Terrace in Mutero, Hardy for Rent",300000,per month,"Karen, Hardy",500,5,5,Unfurnished,,3213855,False,True,active,/hardy/houses-apartments-for-rent/5bdrm-townhouse-terrace-in-mutero-hardy-for-rent-ffktUipbPNVqJgvCP2dZqMWz.html,,"Nairobi, Karen, Hardy, 1 hour ago",mutero,Renovated,,Greensleeve Property,4 y 4 m on Jiji,5bedrooms townhouse gated community 12 houses with swimming pool rent dsq’s for 2 rent 300k
3bdrm Apartment in Shanzu for Rent,60000,per month,"Mombasa, Shanzu",2700,3,5,Unfurnished,,1758750,False,True,active,/shanzu/houses-apartments-for-rent/3bdrm-apartment-in-shanzu-for-rent-yIhMYQE83PSmHSdzMY7cR6Se.html,,"Mombasa, Shanzu, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom plus detached Servant quarter for rental in Shanzu, all rooms are en-suite, lovely Compoud paved with cabro, family friendly neighborhood, access to the beach, the unit is on the 1st floor. Free water, token power. Rent inclusive of service charge"
3bdrm Apartment in Nyali for Rent,47000,per month,"Mombasa, Nyali",2450,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-22QKAiWXy946xyX6wydweCP.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"Modern 3 bedroom with master en-suite to let next to Tamerind and English point, the house has good security and accessibility is incredible, Rent inclusive of all service charge"
4bdrm Bungalow in Nyali for Rent,200000,per month,"Mombasa, Nyali",4000,4,5,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/4bdrm-bungalow-in-nyali-for-rent-6hTjNOUkScUbHB2XbeJrdtcx.html,,"Mombasa, Nyali, 1 hour ago",,Renovated,,SAFI REEF HOMES,6 y 1 m on Jiji,"4 bedroom bungalow pls detached Guest wing and 3 roomed servant quarter, the property is one acre and suitable for both residential and commercial, restaurant and bar, office, school and training facility."
3bdrm Apartment in Nyali for rent,70000,per month,"Mombasa, Nyali",2500,3,4,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-yuNNtcRoiMsxsd7ZbiuKMasA.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"Opulent and Cousy 3 bedroom all en-suite to let in nyali close to nyali police, with swimming pool, backup generator, ample parking space, good security, close to all good schools like light academy which is a walk away, the beach is 10 minutes walk also. 
Rent inclusive of service charge 
Please call me"
3bdrm Apartment in Madaraka for rent,55000,per month,"Nairobi West, Madaraka",40,3,2,Unfurnished,,2891931,False,True,active,/madaraka/houses-apartments-for-rent/3bdrm-apartment-in-madaraka-for-rent-1GSsJdOue2Qk165kykH2rhv9.html,,"Nairobi, Nairobi West, Madaraka, 1 hour ago",madaraka,Newly-Built,,Mary Shiro,4 y 8 m on Jiji,"Executive 3bedroom to let in madaraka spacious rooms well lit,master ensuit,washing area,dedicated parking ,water storage."
3bdrm Bungalow in Kitengela for Rent,35000,per month,"Kajiado, Kitengela",,3,2,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/3bdrm-bungalow-in-kitengela-for-rent-n77FPPV5URU6l0UAlpmI0OAv.html,,"Kajiado, Kitengela, 1 hour ago",,Fairly Used,,Property By Fridah,5 y 11 m on Jiji,"Spacious 3 bedroom 
master en-suite for rent- Kitengela Milimani Ksh 35,000
own compound 
Well manicured garden 
Borehole water and storage tank
bungalow for rent in Milimani area, kitengela. 
Call or Whatsapp"
3bdrm Bungalow in Kitengela for Rent,35000,per month,"Kajiado, Kitengela",,3,2,Unfurnished,,1977193,False,True,active,/kitengela/houses-apartments-for-rent/3bdrm-bungalow-in-kitengela-for-rent-2HtoOiQ4V2wUtrUg82s6ZxXs.html,,"Kajiado, Kitengela, 1 hour ago",,Fairly Used,,Property By Fridah,5 y 11 m on Jiji,"Located in Muigai area, Kitengela is this executive 3 bedroom bungalow standing on 50by 100 gated community of 
- Very well maintained bungalow in a gated community 
- Has three spacious bedrooms 
- Three bathrooms 
- Spacious kitchen with pantry 
- Has borehole water throughout 
- Has enough security 
- Title is ready 
- Well maintained compound
 Price Guide: Rent Kes 35,000
 
Contacts"
1bdrm Apartment in South B for Rent,28000,per month,"Nairobi, South B",,1,1,Unfurnished,,1983245,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-apartment-in-south-b-for-rent-arkPAYguw6iGGOsHd7ruLhO6.html,,"Nairobi, South B, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated spacious one bedroom apartment in a serene atmosphere. Sitting room spacious to fit dinning room and leaving room, bedroom spacious enough with fitted wardrobes, kitchen big enough and has cabinets, has a laudry area, its ready for occupation immediately. To schedule viewing call Maryanne."
1bdrm Apartment in Nairobi West for Rent,25000,per month,"Nairobi, Nairobi West",,1,1,Unfurnished,,1983245,False,True,active,/nairobi-west/houses-apartments-for-rent/1bdrm-apartment-in-nairobi-west-for-rent-cYW3ApTMembXwxIApaUjDYjA.html,,"Nairobi, Nairobi West, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedroom extension in a compound of three units only. Has ample safe parking, well lit, its on first floor, its ready for occupation immediately."
2bdrm Apartment in Westlands for Rent,50000,per month,"Nairobi, Westlands",1234,2,2,Unfurnished,,2385290,False,True,active,/westlands/houses-apartments-for-rent/2bdrm-apartment-in-westlands-for-rent-uCuprPnbLohzmy0kXtutTWej.html,,"Nairobi, Westlands, 1 hour ago",Westlands,Newly-Built,,derick otieno,5 y 2 m on Jiji,Two bedroom to let in westlands around sarit centre with water good security ample parking lot and to rent
Furnished 2bdrm Apartment in Ngong Race Course for Rent,85000,per month,"Ngong, Ngong CBD",1234,2,1,Furnished,,2385290,False,True,active,/ngong-cbd/houses-apartments-for-rent/furnished-2bdrm-apartment-in-ngong-race-course-for-rent-yTy25MkysjTETLCGQXsWMujh.html,,"Kajiado, Ngong, Ngong CBD, 1 hour ago",Ngong race course,Newly-Built,,derick otieno,5 y 2 m on Jiji,Two bedroom fully furnished along ngong road race coarse ready to rent.It has a good security with ample parking and spacious enough
1bdrm Apartment in Westlands for Rent,35000,per quarter,"Nairobi, Westlands",1234,1,1,Unfurnished,,2385290,False,True,active,/westlands/houses-apartments-for-rent/1bdrm-apartment-in-westlands-for-rent-zXk81dTWM44r87HjQN9DeQ76.html,,"Nairobi, Westlands, 1 hour ago",westlands,Newly-Built,,derick otieno,5 y 2 m on Jiji,1 bedroom to let in westlands with good security and water 24-7
Furnished 1bdrm Apartment in Kilimani for rent,50000,per month,"Nairobi, Kilimani",1234,1,1,Furnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/furnished-1bdrm-apartment-in-kilimani-for-rent-3q3wSqlUrLA1Y2Y6ZOXbmtlR.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Fairly Used,,derick otieno,5 y 2 m on Jiji,Bedsitter bedsitter fully furnished in kilimani ready to rent and very secured
2bdrm Apartment in Kilimani for Rent,60000,per month,"Nairobi, Kilimani",2345,2,2,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-kilimani-for-rent-bhkDSGxpXnjsvh70XG2bZePn.html,,"Nairobi, Kilimani, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,2 bedroom with water generetor is good
"2bdrm Apartment in Kilinani, Kilimani for Rent",40000,per month,"Nairobi, Kilimani",1234,2,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/2bdrm-apartment-in-kilinani-kilimani-for-rent-yM1Y54EMTtMx2u7v51ebtNJl.html,,"Nairobi, Kilimani, 1 hour ago",kilinani,Newly-Built,,derick otieno,5 y 2 m on Jiji,"Executive two bedroom apartment ready to rent with good security,water,parking"
Furnished 3bdrm Apartment in Kilimani for rent,150000,per month,"Nairobi, Kilimani",2112,3,3,Furnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/furnished-3bdrm-apartment-in-kilimani-for-rent-pi0la3AGTLKT2QxjfMQqaNP4.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Fairly Used,,derick otieno,5 y 2 m on Jiji,3bedroom fully furnished to let in kilimani yaya center center with all the amenities
1bdrm Apartment in South B for rent,19000,per month,"Nairobi, South B",50,1,1,Unfurnished,,2427859,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-apartment-in-south-b-for-rent-BrKE2KoGurSaVR3J6558phGA.html,,"Nairobi, South B, 1 hour ago",South b,Fairly Used,,Zipptom Properties,5 y 2 m on Jiji,",One bedroom to let in south b,nice finishings, bohole water, separate kitchen,parking ,security rent 19k for viewing and more options call us on"
2bdrm Apartment in Madaraka for rent,50000,per month,"Nairobi West, Madaraka",50,2,1,Unfurnished,,2427859,False,True,active,/madaraka/houses-apartments-for-rent/2bdrm-apartment-in-madaraka-for-rent-d4UiJMLkFKSvQSQjuoYgASn0.html,,"Nairobi, Nairobi West, Madaraka, 1 hour ago",Madaraka,Newly-Built,,Zipptom Properties,5 y 2 m on Jiji,"2 bedrooms nhc to let in madaraka,very spacious,enough water,security,washing area,allocated parking,near to Strathmore university ,wilson airport and nairobi west hospital ready for occupation for viewing and more options call us on"
6bdrm Maisonette in Karen for rent,220000,per month,"Nairobi, Karen",,6,5,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/6bdrm-maisonette-in-karen-for-rent-uNUWq6AmWDJvk9x5eOYhekch.html,,"Nairobi, Karen, 1 hour ago",,Fairly Used,,Greensleeve Property,4 y 4 m on Jiji,6bedrooms maisonette all eunsit on 1 acre bongain Karen dsq’s for 3 gated community of 4 houses rent 220k
4bdrm Mansion in Karen for Rent,170000,per month,"Karen, Karen C",500,4,5,Unfurnished,,3213855,False,True,active,/karen-c/houses-apartments-for-rent/4bdrm-mansion-in-karen-for-rent-47zGBaYi9D6ZzfOxTYyAMbI.html,,"Nairobi, Karen, Karen C, 1 hour ago",Karen,Renovated,,Greensleeve Property,4 y 4 m on Jiji,4bedrooms mansion on half acre Sq for very spacious rooms rent 170k
Three Bedroom Master Ensuite Service Charge Inclusive,66000,per month,"Nairobi, South C",,3,2,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/three-bedroom-master-ensuite-service-charge-inclusive-zQqmLUAx7HLF7qlSY4hvqhV1.html,,"Nairobi, South C, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Very spacious three bedrooms in a serene gated environment. Has security guard through out and Cctv cameras common areas, has two allocated parking and visitors parking too, has kids play area, has both borehole and city council water inclusive in the rent, rooms are very spacious and well lit with natural light, has laundry area. For more details call 📱 Maryanne. agency fee applies"
2bdrm Apartment in South B for Rent,43000,per month,"Nairobi, South B",5000,2,2,Unfurnished,,1983245,False,True,active,/south-b/houses-apartments-for-rent/2bdrm-apartment-in-south-b-for-rent-kLwMKK5TvEpVHeRGuuapmhKa.html,,"Nairobi, South B, 1 hour ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Two bedrooms master ensuite in a serene atmosphere. Has ample underground parking with security guard through out, its easily accessible with public transport, its all well lit, has high speed lift , both borehole and city council water available, sitting spacious to fit a dinning then it has big windows opening to a balcony for cold breeze, both bedrooms has inbuilt wardrobe and master is ensuite."
1bdrm Apartment in South B for Rent,27000,per month,"Nairobi, South B",,1,1,Unfurnished,,1983245,False,True,active,/south-b/houses-apartments-for-rent/1bdrm-apartment-in-south-b-for-rent-oPEf9qANPpSyZCFZAsLfKOO4.html,,"Nairobi, South B, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated one bedrooms in a serene environment. Its all well lit, spacious enough, has ample underground parking, water and service charge inclusive, its ready for occupation immediately with only one month security deposit. To schedule viewing and yo get more options available within the environment call Maryanne. Agency fee applies."
One Bedrooms Langata Delivarance Area,22000,per month,"Langata, Deliverance",,1,1,Unfurnished,,1983245,False,True,active,/deliverance/houses-apartments-for-rent/one-bedrooms-langata-delivarance-area-cJcOKn0pMrHkAR3veFLHDAVa.html,,"Nairobi, Langata, Deliverance, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"One bedrooms in a serene environment. has ample parking with security guard through out, its a three minutes walk to main road, has water through out, all rooms are well lit with natural light and spacious enough, has fitted wardrobe in the bedroom and cabinets in the kitchen, has balcony for laudry. its ready for occupation immediately. for more details call maryanne. agency fee applies."
2bdrm Bungalow in South C for Rent,40000,per month,"Nairobi, South C",,2,1,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/2bdrm-bungalow-in-south-c-for-rent-kdepaFIGFm6vDuH17TPX8Hng.html,,"Nairobi, South C, 1 hour ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly built two bedrooms in a compound of two units only. Has gypsum ceiling, new tiles, near wardrobes, new cabinets and new toilet. Its all well lit and very spacious, Has a laundry area with fitted socket, its inside a secure gated community. its ready for occupation immediately. To schedule viewing call Maryanne. Agency fee applies."
2bdrm Apartment in Nairobi West for Rent,38000,per quarter,"Nairobi, Nairobi West",,2,1,Unfurnished,,1983245,False,True,active,/nairobi-west/houses-apartments-for-rent/2bdrm-apartment-in-nairobi-west-for-rent-l75jYO7KdLpQupw8O2WDWKYf.html,,"Nairobi, Nairobi West, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated two bedrooms nairobi west in a serene environment. has ample underground parking with security guard through out and cctv camera common areas, has both city council and borehole water inclusive in the rent, all rooms are well lit, bedrooms fitted with wardrobe and kitchen has cabinets, its ready for occupation immediately. for more options and details call maryanne. agency fee applies."
1bedroom To Let In Jamhuri Ngong Road,20000,,"Nairobi, Kilimani",1234,1,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/1bedroom-to-let-in-jamhuri-ngong-road-5qBxd2WJKsJt8PYvNKQ3Ah5H.html,,"Nairobi, Kilimani, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,1bedroom with water is good
1bdrm Apartment in Kilimani for Rent,45000,per month,"Nairobi, Kilimani",1234,1,1,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/1bdrm-apartment-in-kilimani-for-rent-cEsmMRO5XTLLbB24mOcUvVxJ.html,,"Nairobi, Kilimani, 1 hour ago",Kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,"Executive one bedroom to let in kilimani with water,good security, ample parking lot and ready to rent"
"3bdrm Apartment in Riara Road,Kilimani for rent",85000,per month,"Nairobi, Kilimani",1234,3,3,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/3bdrm-apartment-in-riara-road-kilimani-for-rent-uPDwSOpElwAaVR9n5xav8cvK.html,,"Nairobi, Kilimani, 1 hour ago","riara road,kilimani",Newly-Built,,derick otieno,5 y 2 m on Jiji,Three bedroom plus sq to let very secured and ready to rent @ ksh. 70000 inclusive service charge
2bdrm Apartment in Westlands for Rent,40000,per month,"Nairobi, Westlands",1234,2,1,Unfurnished,,2385290,False,True,active,/westlands/houses-apartments-for-rent/2bdrm-apartment-in-westlands-for-rent-dsgOESSrasGEXxzkTuJ2GGfA.html,,"Nairobi, Westlands, 1 hour ago",,Newly-Built,,derick otieno,5 y 2 m on Jiji,2bedroom with water is good
2bdrm Apartment in South B for rent,50000,,"Nairobi, South B",,2,3,Unfurnished,,2427859,False,True,active,/south-b/houses-apartments-for-rent/2bdrm-apartment-in-south-b-for-rent-f4hKiDtfUKk2fZvwgOJtMZJ7.html,,"Nairobi, South B, 1 hour ago",,Newly-Built,,Zipptom Properties,5 y 2 m on Jiji,"Modern one, all room are ensuite, one month rent and one month deposit, bohole water, enough parking, high speed lift"
1bdrm Apartment in Nairobi West for Rent,25000,per month,"Nairobi, Nairobi West",,1,1,Unfurnished,,2427859,False,True,active,/nairobi-west/houses-apartments-for-rent/1bdrm-apartment-in-nairobi-west-for-rent-zqolUMXPQUBW4U0F3S5SMN8K.html,,"Nairobi, Nairobi West, 1 hour ago",nairobi west,Newly-Built,,Zipptom Properties,5 y 2 m on Jiji,"Modern one,very spacious,near to nairobibwest hospital,strath more university,parking ,security service charge inclusive for booking or viewing call zipporah agency fee aplies"
"4bdrm Maisonette in Karen Malura, Hardy for Rent",230000,per month,"Karen, Hardy",600,4,4,Unfurnished,,3213855,False,True,active,/hardy/houses-apartments-for-rent/4bdrm-maisonette-in-karen-malura-hardy-for-rent-A4eXurcnRrsNgP0rB5CzIEYM.html,,"Nairobi, Karen, Hardy, 1 hour ago",Karen malura,Renovated,,Greensleeve Property,4 y 4 m on Jiji,4bedrooms maisonette on half acre gated community of 3houses karen all eunsit Sq 2 rent 230k fixed
1bdrm House in Karen for Rent,35000,per month,"Nairobi, Karen",,1,2,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-rent/1bdrm-house-in-karen-for-rent-zos7EYruCwAcQ0qIbxKzgnfU.html,,"Nairobi, Karen, 1 hour ago",,Fairly Used,,Greensleeve Property,4 y 4 m on Jiji,A very spacious one bedroom with detailed finishes
3bdrm Apartment in Nyali for Rent,38000,per month,"Mombasa, Nyali",2300,3,2,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/3bdrm-apartment-in-nyali-for-rent-gjE0YCxH1dQ129P2wT3fwcDH.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"3 bedroom to let on the ground floor, ample parking, free water, token with master bedroom."
8bdrm Maisonette in Nyali for Rent,200000,per month,"Mombasa, Nyali",5000,8,10,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-rent/8bdrm-maisonette-in-nyali-for-rent-uOTfU85ocBE5LnrSoXT2YY8c.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji,"8 bedroomed Maisonnette to let in nyali with extra 2 rooms guest house and 2 rooms servant quarters, all rooms are en-suite, available of borehole water, back up generator, use of prepaid meter for all the house (token).
Ideal for residential home, office or airbnb all these are allowed. Location just along links road from that road, premier hospital is a walk away and mombasa beach is 10 minutes walk same as Citymall shopping centre"
"Two Bedrooms Master Ensuite Oleshapara Near Temple at 45,000/=",45000,per month,"Nairobi, South C",,2,2,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/two-bedrooms-master-ensuite-oleshapara-near-temple-at-45-000-kfghtw0B6awdo4K8shbD7bKA.html,,"Nairobi, South C, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated two bedrooms in a serene environment. has underground parking with cctv cameras common areas, has water through out , its spacious enough for big families to fit, kitchen is fitted with cabinets and bedrooms fitted with wardrobes, master bedrooms is ensuite, its near temple, mosque and church. its ready for occupation immediately. for more information and option within the enviro call maryanne. agency fee applies."
Mini Flat in South C for Rent,13000,per month,"Nairobi, South C",,1,1,Unfurnished,,1983245,False,True,active,/south-c/houses-apartments-for-rent/mini-flat-in-south-c-for-rent-hFDWQHrGF6q0vDn2ldSk5MlD.html,,"Nairobi, South C, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Newly renovated bedsitter at akiba estate near kewi. the rent includes service charge, water bill and electricity bill. its spacious enough to fit a bed, three seator, and the kitchen items. it's ready for occupation only with one month security deposit. to book viewing call maryanne.agency fee applies."
Executive One Bedrooms Nairobi West,28000,,"Nairobi, Nairobi West",,1,1,Unfurnished,,1983245,False,True,active,/nairobi-west/houses-apartments-for-rent/executive-one-bedrooms-nairobi-west-gsKmlS4vkbUk4rWP9csFXZLk.html,,"Nairobi, Nairobi West, 1 hour ago",,Newly-Built,,Maryanne Ndumia,5 y 11 m on Jiji,"Modernly done one bedroom in a serene gated environment in Nairobi West. It's only two units remaining one in first floor and the other on third floor. Has ample secure parking, natural light in the house, kitchen has fitted cabinets and extra storage space, bedroom and sitting room is spacious enough, toilet and bathroom are separate. The house is ready for occupation. For more details and to organise viewing call"
Two Bedrooms Asian Type Nairobi West at 30000,30000,per month,"Nairobi, Nairobi West",,2,1,Unfurnished,,1983245,False,True,active,/nairobi-west/houses-apartments-for-rent/two-bedrooms-asian-type-nairobi-west-at-30000-w2xLY1rsnAc7M7j6WuRiXBZr.html,,"Nairobi, Nairobi West, 1 hour ago",,Renovated,,Maryanne Ndumia,5 y 11 m on Jiji,"Asian type two bedrooms in a serene environment. spacious enough for big families, common toilet and bathroom are separate, kitchen its big enough and is fitted with cabinets plus has a pantry for more storage. all rooms are well lit with natural light. for more details and other options within the enviro call maryanne. agency fee applies."
3bdrm Apartment in Ongata Rongai for rent,50000,per month,"Kajiado, Ongata Rongai",100,3,4,Unfurnished,,1555480,False,True,active,/ongata-rongai/houses-apartments-for-rent/3bdrm-apartment-in-ongata-rongai-for-rent-vbIeNEIgxNhYPbQQ91Bk9vvd.html,,"Kajiado, Ongata Rongai, 1 hour ago",,Fairly Used,,Alex,6 y 1 m on Jiji,Three bedroom all ensuite. spacious living room with dinning. very secure.well lit. Parking available two per tenant.located at olekasasi area bit off Masai lodge road.Very elegant house and neighbourhood.borehole on site.Major schools such as Green Garden School and Acacia Primary School and amenities within the environment.
3bdrm Apartment in Kilimani for Rent,115000,per quarter,"Nairobi, Kilimani",1234,3,3,Unfurnished,,2385290,False,True,active,/kilimani/houses-apartments-for-rent/3bdrm-apartment-in-kilimani-for-rent-7QJArrqyT6P538uUgsvkxrED.html,,"Nairobi, Kilimani, 1 hour ago",kilimani,Newly-Built,,derick otieno,5 y 2 m on Jiji,3 bedroom apartment in riara road with swimming pool and gym
